Dataset_ID,Species_ID,Protocol_ID,Species_Protocol_Start_Date,Species_Protocol_End_Date,
"","243","62","1970-01-01","2011-03-20"
"","243","183","2011-03-21",""
"","244","63","1970-01-01","2011-03-20"
"","244","187","2011-03-21",""
"","245","60","1970-01-01","2011-03-20"
"","245","174","2011-03-21",""
"9","245","298","1970-01-01","2011-03-20"
"9","245","299","2011-03-21",""
"","246","60","1970-01-01","2011-03-20"
"","246","174","2011-03-21",""
"","247","64","1970-01-01","2011-03-20"
"","247","176","2011-03-21",""
"","248","65","1970-01-01","2011-03-20"
"","248","182","2011-03-21",""
"","249","68","1970-01-01","2011-03-20"
"","249","133","2011-03-21",""
"","250","68","1970-01-01","2011-03-20"
"","250","133","2011-03-21",""
"","251","69","1970-01-01","2011-03-20"
"","251","134","2011-03-21",""
"","252","71","1970-01-01","2011-03-20"
"","252","136","2011-03-21",""
"","253","66","1970-01-01","2011-03-20"
"","253","159","2011-03-21",""
"","254","66","1970-01-01","2011-03-20"
"","254","159","2011-03-21",""
"","255","66","1970-01-01","2011-03-20"
"","255","159","2011-03-21",""
"","256","66","1970-01-01","2011-03-20"
"","256","159","2011-03-21",""
"","257","70","1970-01-01","2011-03-20"
"","257","135","2011-03-21",""
"","258","66","1970-01-01","2011-03-20"
"","258","159","2011-03-21",""
"","259","74","1970-01-01","2011-03-20"
"","259","148","2011-03-21","2012-02-27"
"","259","245","2012-02-28","2014-01-28"
"","259","272","2014-01-29",""
"","260","72","1970-01-01","2011-03-20"
"","260","145","2011-03-21",""
"","261","73","1970-01-01","2011-03-20"
"","261","150","2011-03-21","2014-01-28"
"","261","274","2014-01-29",""
"","262","75","1970-01-01","2011-03-20"
"","262","163","2011-03-21",""
"","263","75","1970-01-01","2011-03-20"
"","263","163","2011-03-21",""
"","264","77","1970-01-01","2011-03-20"
"","264","169","2011-03-21",""
"","265","165","1970-01-01",""
"","266","75","1970-01-01","2011-03-20"
"","266","163","2011-03-21",""
"","267","76","1970-01-01","2011-03-20"
"","267","166","2011-03-21",""
"","268","78","1970-01-01","2011-03-20"
"","268","168","2011-03-21",""
"","269","80","1970-01-01","2011-03-20"
"","269","172","2011-03-21",""
"","270","77","1970-01-01","2011-03-20"
"","270","169","2011-03-21",""
"","271","76","1970-01-01","2011-03-20"
"","271","166","2011-03-21",""
"","272","83","1970-01-01","2011-03-20"
"","272","143","2011-03-21",""
"","273","81","1970-01-01","2011-03-20"
"","273","142","2011-03-21",""
"","274","82","1970-01-01","2011-03-20"
"","274","143","2011-03-21",""
"","275","81","1970-01-01","2011-03-20"
"","275","142","2011-03-21",""
"","276","85","1970-01-01","2011-03-20"
"","276","140","2011-03-21",""
"","277","84","1970-01-01","2011-03-20"
"","277","140","2011-03-21",""
"","278","88","1970-01-01","2011-03-20"
"","278","161","2011-03-21",""
"","279","87","1970-01-01","2011-03-20"
"","279","160","2011-03-21",""
"","280","84","1970-01-01","2011-03-20"
"","280","140","2011-03-21",""
"","281","88","1970-01-01","2011-03-20"
"","281","161","2011-03-21",""
"","282","86","1970-01-01","2011-03-20"
"","282","139","2011-03-21",""
"","283","86","1970-01-01","2011-03-20"
"","283","139","2011-03-21",""
"","284","86","1970-01-01","2011-03-20"
"","284","139","2011-03-21",""
"","285","86","1970-01-01","2011-03-20"
"","285","139","2011-03-21",""
"","286","89","1970-01-01","2011-03-20"
"","286","152","2011-03-21",""
"","287","90","1970-01-01","2011-03-20"
"","287","151","2011-03-21",""
"","288","91","1970-01-01","2011-03-20"
"","288","194","2011-03-21","2014-01-28"
"","288","270","2014-01-29",""
"","289","49","1970-01-01","2011-03-20"
"","289","208","2011-03-21","2012-02-27"
"","289","232","2012-02-28",""
"","290","49","1970-01-01","2011-03-20"
"","290","208","2011-03-21","2012-02-27"
"","290","232","2012-02-28",""
"","291","49","1970-01-01","2011-03-20"
"","291","208","2011-03-21","2012-02-27"
"","291","232","2012-02-28",""
"","292","36","1970-01-01","2011-03-20"
"","292","209","2011-03-21","2012-02-27"
"","292","234","2012-02-28",""
"","293","36","1970-01-01","2011-03-20"
"","293","210","2011-03-21","2012-02-27"
"","293","234","2012-02-28",""
"","294","50","1970-01-01","2011-03-20"
"","294","217","2011-03-21","2012-02-27"
"","294","243","2012-02-28",""
"","295","48","1970-01-01","2011-03-20"
"","295","206","2011-03-21","2012-02-27"
"","295","230","2012-02-28",""
"","296","51","1970-01-01","2011-03-20"
"","296","207","2011-03-21","2012-02-27"
"","296","231","2012-02-28",""
"","297","102","1970-01-01","2011-03-20"
"","297","215","2011-03-21","2012-02-27"
"","297","239","2012-02-28",""
"","298","106","1970-01-01","2011-03-20"
"","298","218","2011-03-21","2012-02-27"
"","298","241","2012-02-28",""
"","299","38","1970-01-01","2011-03-20"
"","299","200","2011-03-21","2012-02-27"
"","299","223","2012-02-28",""
"","301","102","1970-01-01","2011-03-20"
"","301","215","2011-03-21","2012-02-27"
"","301","239","2012-02-28","2013-01-29"
"","301","265","2013-01-30",""
"","302","38","1970-01-01","2011-03-20"
"","302","200","2011-03-21","2012-02-27"
"","302","223","2012-02-28",""
"","303","36","1970-01-01","2011-03-20"
"","303","209","2011-03-21","2012-02-27"
"","303","233","2012-02-28",""
"","304","38","1970-01-01","2011-03-20"
"","304","200","2011-03-21","2012-02-27"
"","304","223","2012-02-28",""
"","305","102","1970-01-01","2011-03-20"
"","305","215","2011-03-21","2012-02-27"
"","305","239","2012-02-28",""
"","306","106","1970-01-01","2011-03-20"
"","306","218","2011-03-21","2012-02-27"
"","306","241","2012-02-28",""
"","307","55","1970-01-01","2011-03-20"
"","307","155","2011-03-21","2012-02-27"
"","307","246","2012-02-28",""
"","308","38","1970-01-01","2011-03-20"
"","308","200","2011-03-21","2012-02-27"
"","308","223","2012-02-28",""
"","309","36","1970-01-01","2011-03-20"
"","309","209","2011-03-21","2012-02-27"
"","309","233","2012-02-28",""
"","310","38","1970-01-01","2011-03-20"
"","310","200","2011-03-21","2012-02-27"
"","310","223","2012-02-28",""
"","311","41","1970-01-01","2011-03-20"
"","311","214","2011-03-21","2012-02-27"
"","311","238","2012-02-28",""
"","312","36","1970-01-01","2011-03-20"
"","312","209","2011-03-21","2012-02-27"
"","312","233","2012-02-28",""
"","313","41","1970-01-01","2011-03-20"
"","313","214","2011-03-21","2012-02-27"
"","313","238","2012-02-28",""
"","314","36","1970-01-01","2011-03-20"
"","314","209","2011-03-21","2012-02-27"
"","314","233","2012-02-28",""
"","315","36","1970-01-01","2011-03-20"
"","315","209","2011-03-21","2012-02-27"
"","315","233","2012-02-28",""
"","316","37","1970-01-01","2011-03-20"
"","316","210","2011-03-21","2012-02-27"
"","316","234","2012-02-28",""
"","317","41","1970-01-01","2011-03-20"
"","317","213","2011-03-21","2012-02-27"
"","317","237","2012-02-28",""
"","318","41","1970-01-01","2011-03-20"
"","318","214","2011-03-21","2012-02-27"
"","318","238","2012-02-28",""
"","319","37","1970-01-01","2011-03-20"
"","319","210","2011-03-21","2012-02-27"
"","319","234","2012-02-28",""
"","320","36","1970-01-01","2011-03-20"
"","320","210","2011-03-21","2012-02-27"
"","320","234","2012-02-28",""
"","321","36","1970-01-01","2011-03-20"
"","321","209","2011-03-21","2012-02-27"
"","321","233","2012-02-28",""
"","322","36","1970-01-01","2011-03-20"
"","322","210","2011-03-21","2012-02-27"
"","322","234","2012-02-28",""
"","323","38","1970-01-01","2011-03-20"
"","323","200","2011-03-21","2012-02-27"
"","323","223","2012-02-28",""
"","324","41","1970-01-01","2011-03-20"
"","324","214","2011-03-21","2012-02-27"
"","324","238","2012-02-28",""
"","325","36","1970-01-01","2011-03-20"
"","325","209","2011-03-21","2012-02-27"
"","325","233","2012-02-28",""
"","326","41","1970-01-01","2011-03-20"
"","326","209","2011-03-21","2012-02-27"
"","326","233","2012-02-28",""
"","327","41","1970-01-01","2011-03-20"
"","327","214","2011-03-21","2012-02-27"
"","327","238","2012-02-28",""
"","328","45","1970-01-01","2011-03-20"
"","328","214","2011-03-21","2012-02-27"
"","328","233","2012-02-28",""
"","329","45","1970-01-01","2011-03-20"
"","329","214","2011-03-21","2012-02-27"
"","329","238","2012-02-28",""
"","330","54","1970-01-01","2011-03-20"
"","330","131","2011-03-21","2012-02-27"
"","330","251","2012-02-28",""
"","331","54","1970-01-01","2011-03-20"
"","331","157","2011-03-21","2012-02-27"
"","331","249","2012-02-28",""
"","332","57","1970-01-01","2011-03-20"
"","332","158","2011-03-21","2012-02-27"
"","332","250","2012-02-28",""
"","333","57","1970-01-01","2011-03-20"
"","333","132","2011-03-21","2012-02-27"
"","333","252","2012-02-28",""
"","334","56","1970-01-01","2011-03-20"
"","334","156","2011-03-21","2012-02-27"
"","334","247","2012-02-28",""
"","335","56","1970-01-01","2011-03-20"
"","335","156","2011-03-21","2012-02-27"
"","335","247","2012-02-28",""
"","336","56","1970-01-01","2011-03-20"
"","336","156","2011-03-21","2012-02-27"
"","336","247","2012-02-28",""
"","337","56","1970-01-01","2011-03-20"
"","337","156","2011-03-21","2012-02-27"
"","337","247","2012-02-28",""
"9","337","290","1970-01-01","2011-03-20"
"9","337","291","2011-03-21","2012-02-27"
"9","337","292","2012-02-28",""
"","338","56","1970-01-01","2011-03-20"
"","338","156","2011-03-21","2012-02-27"
"","338","247","2012-02-28",""
"","339","56","1970-01-01","2011-03-20"
"","339","156","2011-03-21","2012-02-27"
"","339","247","2012-02-28",""
"","340","56","1970-01-01","2011-03-20"
"","340","156","2011-03-21","2012-02-27"
"","340","247","2012-02-28",""
"","341","56","1970-01-01","2011-03-20"
"","341","156","2011-03-21","2012-02-27"
"","341","247","2012-02-28",""
"","342","55","1970-01-01","2011-03-20"
"","342","155","2011-03-21","2012-02-27"
"","342","246","2012-02-28",""
"","343","55","1970-01-01","2011-03-20"
"","343","155","2011-03-21","2012-02-27"
"","343","246","2012-02-28",""
"","344","55","1970-01-01","2011-03-20"
"","344","155","2011-03-21","2012-02-27"
"","344","246","2012-02-28",""
"","345","55","1970-01-01","2011-03-20"
"","345","155","2011-03-21","2012-02-27"
"","345","246","2012-02-28",""
"","346","55","1970-01-01","2011-03-20"
"","346","155","2011-03-21","2012-02-27"
"","346","246","2012-02-28",""
"","348","55","1970-01-01","2011-03-20"
"","348","155","2011-03-21","2012-02-27"
"","348","246","2012-02-28",""
"","349","55","1970-01-01","2011-03-20"
"","349","155","2011-03-21","2012-02-27"
"","349","246","2012-02-28",""
"","350","55","1970-01-01","2011-03-20"
"","350","155","2011-03-21","2012-02-27"
"","350","246","2012-02-28",""
"","351","55","1970-01-01","2011-03-20"
"","351","130","2011-03-21","2012-02-27"
"","351","248","2012-02-28",""
"","352","178","1970-01-01",""
"","353","179","1970-01-01",""
"","354","179","1970-01-01",""
"","355","60","1970-01-01","2011-03-20"
"","355","176","2011-03-21",""
"","356","60","1970-01-01","2011-03-20"
"","356","174","2011-03-21",""
"","357","60","1970-01-01","2011-03-20"
"","357","174","2011-03-21",""
"","358","60","1970-01-01","2011-03-20"
"","358","174","2011-03-21",""
"","359","60","1970-01-01","2011-03-20"
"","359","174","2011-03-21",""
"","360","60","1970-01-01","2011-03-20"
"","360","175","2011-03-21",""
"","361","62","1970-01-01","2011-03-20"
"","361","184","2011-03-21",""
"","362","60","1970-01-01","2011-03-20"
"","362","174","2011-03-21",""
"","363","60","1970-01-01","2011-03-20"
"","363","180","2011-03-21",""
"","364","62","1970-01-01","2011-03-20"
"","364","186","2011-03-21",""
"","365","62","1970-01-01","2011-03-20"
"","365","185","2011-03-21",""
"","366","58","1970-01-01","2011-03-20"
"","366","191","2011-03-21",""
"","367","58","1970-01-01","2011-03-20"
"","367","191","2011-03-21",""
"","368","58","1970-01-01","2011-03-20"
"","368","193","2011-03-21",""
"","369","58","1970-01-01","2011-03-20"
"","369","192","2011-03-21",""
"","370","62","1970-01-01","2011-03-20"
"","370","182","2011-03-21",""
"","371","65","1970-01-01","2011-03-20"
"","371","182","2011-03-21",""
"","372","65","1970-01-01","2011-03-20"
"","372","182","2011-03-21",""
"","373","63","1970-01-01","2011-03-20"
"","373","188","2011-03-21",""
"","374","63","1970-01-01","2011-03-20"
"","374","189","2011-03-21",""
"","375","60","1970-01-01","2011-03-20"
"","375","181","2011-03-21",""
"","376","60","1970-01-01","2011-03-20"
"","376","176","2011-03-21",""
"","377","60","1970-01-01","2011-03-20"
"","377","174","2011-03-21",""
"","378","91","1970-01-01","2011-03-20"
"","378","144","2011-03-21","2014-01-28"
"","378","269","2014-01-29",""
"","379","66","1970-01-01","2011-03-20"
"","379","159","2011-03-21",""
"","380","68","1970-01-01","2011-03-20"
"","380","133","2011-03-21",""
"","381","138","1970-01-01",""
"","382","137","1970-01-01",""
"","383","70","1970-01-01","2011-03-20"
"","383","135","2011-03-21",""
"","384","70","1970-01-01","2011-03-20"
"","384","135","2011-03-21",""
"","385","70","1970-01-01","2011-03-20"
"","385","135","2011-03-21",""
"","386","70","1970-01-01","2011-03-20"
"","386","135","2011-03-21",""
"","387","70","1970-01-01","2011-03-20"
"","387","135","2011-03-21",""
"","388","70","1970-01-01","2011-03-20"
"","388","135","2011-03-21",""
"","389","70","1970-01-01","2011-03-20"
"","389","135","2011-03-21",""
"","390","70","1970-01-01","2011-03-20"
"","390","135","2011-03-21",""
"","391","72","1970-01-01","2011-03-20"
"","391","145","2011-03-21",""
"","392","72","1970-01-01","2011-03-20"
"","392","145","2011-03-21",""
"","393","72","1970-01-01","2011-03-20"
"","393","146","2011-03-21",""
"","394","72","1970-01-01","2011-03-20"
"","394","145","2011-03-21",""
"","395","72","1970-01-01","2011-03-20"
"","395","145","2011-03-21",""
"","396","72","1970-01-01","2011-03-20"
"","396","146","2011-03-21",""
"","397","73","1970-01-01","2011-03-20"
"","397","147","2011-03-21","2014-01-28"
"","397","271","2014-01-29",""
"","398","73","1970-01-01","2011-03-20"
"","398","147","2011-03-21","2014-01-28"
"","398","271","2014-01-29",""
"","399","73","1970-01-01","2011-03-20"
"","399","147","2011-03-21","2014-01-28"
"","399","271","2014-01-29",""
"","400","164","1970-01-01",""
"","401","75","1970-01-01","2011-03-20"
"","401","163","2011-03-21",""
"","402","75","1970-01-01","2011-03-20"
"","402","173","2011-03-21",""
"","403","75","1970-01-01","2011-03-20"
"","403","163","2011-03-21",""
"","404","75","1970-01-01","2011-03-20"
"","404","163","2011-03-21",""
"","405","76","1970-01-01","2011-03-20"
"","405","166","2011-03-21",""
"","406","80","1970-01-01","2011-03-20"
"","406","171","2011-03-21",""
"","407","165","1970-01-01",""
"","408","77","1970-01-01","2011-03-20"
"","408","169","2011-03-21",""
"","409","77","1970-01-01","2011-03-20"
"","409","170","2011-03-21",""
"","410","75","1970-01-01","2011-03-20"
"","410","163","2011-03-21",""
"","411","75","1970-01-01","2011-03-20"
"","411","167","2011-03-21",""
"","412","153","1970-01-01","2012-02-27"
"","412","253","2012-02-28",""
"","413","154","1970-01-01",""
"","414","81","1970-01-01","2011-03-20"
"","414","142","2011-03-21",""
"","415","81","1970-01-01","2011-03-20"
"","415","142","2011-03-21",""
"","416","82","1970-01-01","2011-03-20"
"","416","143","2011-03-21",""
"","417","162","1970-01-01",""
"","418","141","1970-01-01",""
"","419","87","1970-01-01","2011-03-20"
"","419","160","2011-03-21",""
"","420","87","1970-01-01","2011-03-20"
"","420","160","2011-03-21",""
"","421","88","1970-01-01","2011-03-20"
"","421","161","2011-03-21",""
"","422","86","1970-01-01","2011-03-20"
"","422","139","2011-03-21",""
"","423","86","1970-01-01","2011-03-20"
"","423","139","2011-03-21",""
"","424","86","1970-01-01","2011-03-20"
"","424","139","2011-03-21",""
"","425","86","1970-01-01","2011-03-20"
"","425","139","2011-03-21",""
"","426","86","1970-01-01","2011-03-20"
"","426","139","2011-03-21",""
"","427","86","1970-01-01","2011-03-20"
"","427","139","2011-03-21",""
"","428","84","1970-01-01","2011-03-20"
"","428","140","2011-03-21",""
"","429","84","1970-01-01","2011-03-20"
"","429","140","2011-03-21",""
"","430","37","1970-01-01","2011-03-20"
"","430","210","2011-03-21","2012-02-27"
"","430","234","2012-02-28",""
"","431","129","1970-01-01","2011-03-20"
"","431","204","2011-03-21","2012-02-27"
"","431","228","2012-02-28",""
"","432","129","1970-01-01","2011-03-20"
"","432","204","2011-03-21","2012-02-27"
"","432","228","2012-02-28",""
"","433","129","1970-01-01","2011-03-20"
"","433","204","2011-03-21","2012-02-27"
"","433","228","2012-02-28",""
"","434","38","1970-01-01","2011-03-20"
"","434","200","2011-03-21","2012-02-27"
"","434","223","2012-02-28",""
"","435","41","1970-01-01","2011-03-20"
"","435","215","2011-03-21","2012-02-27"
"","435","239","2012-02-28",""
"","436","36","1970-01-01","2011-03-20"
"","436","212","2011-03-21","2012-02-27"
"","436","236","2012-02-28",""
"","437","38","1970-01-01","2011-03-20"
"","437","200","2011-03-21","2012-02-27"
"","437","223","2012-02-28",""
"","438","38","1970-01-01","2011-03-20"
"","438","200","2011-03-21","2012-02-27"
"","438","223","2012-02-28",""
"","439","38","1970-01-01","2011-03-20"
"","439","200","2011-03-21","2012-02-27"
"","439","223","2012-02-28",""
"","440","41","1970-01-01","2011-03-20"
"","440","214","2011-03-21","2012-02-27"
"","440","236","2012-02-28",""
"","441","41","1970-01-01","2011-03-20"
"","441","215","2011-03-21","2012-02-27"
"","441","239","2012-02-28",""
"","442","106","1970-01-01","2011-03-20"
"","442","218","2011-03-21","2012-02-27"
"","442","241","2012-02-28",""
"","443","106","1970-01-01","2011-03-20"
"","443","218","2011-03-21","2012-02-27"
"","443","241","2012-02-28",""
"","444","36","1970-01-01","2011-03-20"
"","444","209","2011-03-21","2012-02-27"
"","444","233","2012-02-28",""
"","701","41","1970-01-01","2011-03-20"
"","701","214","2011-03-21","2012-02-27"
"","701","242","2012-02-28",""
"","702","41","1970-01-01","2011-03-20"
"","702","215","2011-03-21","2012-02-27"
"","702","254","2012-02-28",""
"","703","38","1970-01-01","2011-03-20"
"","703","200","2011-03-21","2012-02-27"
"","703","223","2012-02-28",""
"","704","37","1970-01-01","2011-03-20"
"","704","210","2011-03-21","2012-02-27"
"","704","234","2012-02-28",""
"","705","102","1970-01-01","2011-03-20"
"","705","215","2011-03-21","2012-02-27"
"","705","239","2012-02-28",""
"","706","41","1970-01-01","2011-03-20"
"","706","214","2011-03-21","2012-02-27"
"","706","238","2012-02-28","2013-01-29"
"","706","242","2013-01-30",""
"","707","41","1970-01-01","2011-03-20"
"","707","214","2011-03-21","2012-02-27"
"","707","242","2012-02-28",""
"","708","41","1970-01-01","2011-03-20"
"","708","214","2011-03-21","2012-02-27"
"","708","236","2012-02-28",""
"","709","38","1970-01-01","2011-03-20"
"","709","200","2011-03-21","2012-02-27"
"","709","223","2012-02-28",""
"","713","36","1970-01-01","2011-03-20"
"","713","209","2011-03-21","2012-02-27"
"","713","233","2012-02-28",""
"","714","38","1970-01-01","2011-03-20"
"","714","200","2011-03-21","2012-02-27"
"","714","223","2012-02-28",""
"","715","38","1970-01-01","2011-03-20"
"","715","200","2011-03-21","2012-02-27"
"","715","223","2012-02-28",""
"","716","41","1970-01-01","2011-03-20"
"","716","214","2011-03-21","2012-02-27"
"","716","238","2012-02-28",""
"","717","36","1970-01-01","2011-03-20"
"","717","210","2011-03-21","2012-02-27"
"","717","234","2012-02-28",""
"","718","38","1970-01-01","2011-03-20"
"","718","200","2011-03-21","2012-02-27"
"","718","223","2012-02-28",""
"","719","36","1970-01-01","2011-03-20"
"","719","209","2011-03-21","2012-02-27"
"","719","233","2012-02-28",""
"","720","38","1970-01-01","2011-03-20"
"","720","200","2011-03-21","2012-02-27"
"","720","223","2012-02-28",""
"","721","41","1970-01-01","2011-03-20"
"","721","214","2011-03-21","2012-02-27"
"","721","238","2012-02-28",""
"","722","41","1970-01-01","2011-03-20"
"","722","214","2011-03-21","2012-02-27"
"","722","238","2012-02-28",""
"","723","36","1970-01-01","2011-03-20"
"","723","209","2011-03-21","2012-02-27"
"","723","233","2012-02-28",""
"","724","36","1970-01-01","2011-03-20"
"","724","209","2011-03-21","2012-02-27"
"","724","233","2012-02-28",""
"","725","38","1970-01-01","2011-03-20"
"","725","200","2011-03-21","2012-02-27"
"","725","223","2012-02-28",""
"","726","38","1970-01-01","2011-03-20"
"","726","200","2011-03-21","2012-02-27"
"","726","223","2012-02-28",""
"13","726","311","2009-01-01",""
"","727","153","1970-01-01","2012-02-27"
"","727","253","2012-02-28",""
"","728","153","1970-01-01","2012-02-27"
"","728","253","2012-02-28",""
"","729","153","1970-01-01","2012-02-27"
"","729","253","2012-02-28",""
"","733","65","1970-01-01","2011-03-20"
"","733","182","2011-03-21",""
"","736","60","1970-01-01","2011-03-20"
"","736","177","2011-03-21",""
"","737","60","1970-01-01","2011-03-20"
"","737","174","2011-03-21",""
"","738","60","1970-01-01","2011-03-20"
"","738","174","2011-03-21",""
"9","738","298","1970-01-01","2011-03-20"
"9","738","299","2011-03-21",""
"","739","60","1970-01-01","2011-03-20"
"","739","174","2011-03-21",""
"","740","60","1970-01-01","2011-03-20"
"","740","175","2011-03-21",""
"","741","60","1970-01-01","2011-03-20"
"","741","174","2011-03-21",""
"","743","45","1970-01-01","2011-03-20"
"","743","214","2011-03-21","2012-02-27"
"","743","238","2012-02-28",""
"","745","38","1970-01-01","2011-03-20"
"","745","200","2011-03-21","2012-02-27"
"","745","223","2012-02-28",""
"","747","38","1970-01-01","2011-03-20"
"","747","200","2011-03-21","2012-02-27"
"","747","223","2012-02-28",""
"","757","37","1970-01-01","2011-03-20"
"","757","210","2011-03-21","2012-02-27"
"","757","234","2012-02-28",""
"","758","38","1970-01-01","2011-03-20"
"","758","200","2011-03-21","2012-02-27"
"","758","223","2012-02-28",""
"","759","38","1970-01-01","2011-03-20"
"","759","200","2011-03-21","2012-02-27"
"","759","223","2012-02-28",""
"","760","38","1970-01-01","2011-03-20"
"","760","200","2011-03-21","2012-02-27"
"","760","242","2012-02-28",""
"","761","41","1970-01-01","2011-03-20"
"","761","214","2011-03-21","2012-02-27"
"","761","238","2012-02-28",""
"","762","48","1970-01-01","2011-03-20"
"","762","206","2011-03-21","2012-02-27"
"","762","230","2012-02-28",""
"","763","38","1970-01-01","2011-03-20"
"","763","200","2011-03-21","2012-02-27"
"","763","223","2012-02-28",""
"","764","36","1970-01-01","2011-03-20"
"","764","209","2011-03-21","2012-02-27"
"","764","233","2012-02-28",""
"","765","37","1970-01-01","2011-03-20"
"","765","210","2011-03-21","2012-02-27"
"","765","234","2012-02-28",""
"","766","41","1970-01-01","2011-03-20"
"","766","214","2011-03-21","2012-02-27"
"","766","238","2012-02-28","2013-01-29"
"","766","242","2013-01-30",""
"","767","38","1970-01-01","2011-03-20"
"","767","200","2011-03-21","2012-02-27"
"","767","223","2012-02-28",""
"","768","38","1970-01-01","2011-03-20"
"","768","200","2011-03-21","2012-02-27"
"","768","223","2012-02-28",""
"","769","41","1970-01-01","2011-03-20"
"","769","214","2011-03-21","2012-02-27"
"","769","238","2012-02-28",""
"","770","36","1970-01-01","2011-03-20"
"","770","209","2011-03-21","2012-02-27"
"","770","233","2012-02-28",""
"","771","38","1970-01-01","2011-03-20"
"","771","200","2011-03-21","2012-02-27"
"","771","236","2012-02-28",""
"","772","38","1970-01-01","2011-03-20"
"","772","200","2011-03-21","2012-02-27"
"","772","223","2012-02-28",""
"","775","41","1970-01-01","2011-03-20"
"","775","212","2011-03-21","2012-02-27"
"","775","236","2012-02-28",""
"","776","41","1970-01-01","2011-03-20"
"","776","212","2011-03-21","2012-02-27"
"","776","236","2012-02-28",""
"","777","36","1970-01-01","2011-03-20"
"","777","210","2011-03-21","2012-02-27"
"","777","234","2012-02-28",""
"","778","36","1970-01-01","2011-03-20"
"","778","210","2011-03-21","2012-02-27"
"","778","234","2012-02-28",""
"","779","36","1970-01-01","2011-03-20"
"","779","210","2011-03-21","2012-02-27"
"","779","234","2012-02-28",""
"","780","36","1970-01-01","2011-03-20"
"","780","210","2011-03-21","2012-02-27"
"","780","234","2012-02-28",""
"","781","36","1970-01-01","2011-03-20"
"","781","210","2011-03-21","2012-02-27"
"","781","234","2012-02-28",""
"","782","38","1970-01-01","2011-03-20"
"","782","200","2011-03-21","2012-02-27"
"","782","223","2012-02-28",""
"","783","36","1970-01-01","2011-03-20"
"","783","209","2011-03-21","2012-02-27"
"","783","233","2012-02-28",""
"","784","36","1970-01-01","2011-03-20"
"","784","209","2011-03-21","2012-02-27"
"","784","233","2012-02-28",""
"","785","106","1970-01-01","2011-03-20"
"","785","218","2011-03-21","2012-02-27"
"","785","241","2012-02-28",""
"","786","38","1970-01-01","2011-03-20"
"","786","200","2011-03-21","2012-02-27"
"","786","223","2012-02-28",""
"","787","38","1970-01-01","2011-03-20"
"","787","200","2011-03-21","2012-02-27"
"","787","223","2012-02-28",""
"","788","36","1970-01-01","2011-03-20"
"","788","210","2011-03-21","2012-02-27"
"","788","234","2012-02-28","2015-03-09"
"","788","237","2015-03-10",""
"","789","36","1970-01-01","2011-03-20"
"","789","209","2011-03-21","2012-02-27"
"","789","233","2012-02-28",""
"","790","45","1970-01-01","2011-03-20"
"","790","214","2011-03-21","2012-02-27"
"","790","238","2012-02-28",""
"","791","38","1970-01-01","2011-03-20"
"","791","200","2011-03-21","2012-02-27"
"","791","223","2012-02-28",""
"","792","38","1970-01-01","2011-03-20"
"","792","200","2011-03-21","2012-02-27"
"","792","223","2012-02-28",""
"","793","41","1970-01-01","2011-03-20"
"","793","214","2011-03-21","2012-02-27"
"","793","238","2012-02-28",""
"","794","43","1970-01-01","2011-03-20"
"","794","203","2011-03-21","2012-02-27"
"","794","227","2012-02-28",""
"","795","43","1970-01-01","2011-03-20"
"","795","203","2011-03-21","2012-02-27"
"","795","227","2012-02-28",""
"","796","36","1970-01-01","2011-03-20"
"","796","210","2011-03-21","2012-02-27"
"","796","234","2012-02-28","2015-03-09"
"","796","237","2015-03-10",""
"","797","38","1970-01-01","2011-03-20"
"","797","201","2011-03-21","2012-02-27"
"","797","224","2012-02-28",""
"","798","41","1970-01-01","2011-03-20"
"","798","215","2011-03-21","2012-02-27"
"","798","237","2015-03-10",""
"","798","239","2012-02-28","2015-03-09"
"","799","36","1970-01-01","2011-03-20"
"","799","209","2011-03-21","2012-02-27"
"","799","233","2012-02-28",""
"","800","38","1970-01-01","2011-03-20"
"","800","200","2011-03-21","2012-02-27"
"","800","223","2012-02-28",""
"","801","38","1970-01-01","2011-03-20"
"","801","200","2011-03-21","2012-02-27"
"","801","255","2012-02-28",""
"","802","36","1970-01-01","2011-03-20"
"","802","209","2011-03-21","2012-02-27"
"","802","233","2012-02-28",""
"","803","38","1970-01-01","2011-03-20"
"","803","200","2011-03-21","2012-02-27"
"","803","223","2012-02-28",""
"","804","36","1970-01-01","2011-03-20"
"","804","210","2011-03-21","2012-02-27"
"","804","234","2012-02-28",""
"","805","38","1970-01-01","2011-03-20"
"","805","200","2011-03-21","2012-02-27"
"","805","223","2012-02-28",""
"","806","38","1970-01-01","2011-03-20"
"","806","200","2011-03-21","2012-02-27"
"","806","223","2012-02-28",""
"","807","38","1970-01-01","2011-03-20"
"","807","200","2011-03-21","2012-02-27"
"","807","223","2012-02-28",""
"","808","38","1970-01-01","2011-03-20"
"","808","200","2011-03-21","2012-02-27"
"","808","223","2012-02-28",""
"","809","38","1970-01-01","2011-03-20"
"","809","201","2011-03-21","2012-02-27"
"","809","224","2012-02-28",""
"","810","36","1970-01-01","2011-03-20"
"","810","209","2011-03-21","2012-02-27"
"","810","233","2012-02-28",""
"","811","43","1970-01-01","2011-03-20"
"","811","203","2011-03-21","2012-02-27"
"","811","227","2012-02-28",""
"","812","36","1970-01-01","2011-03-20"
"","812","209","2011-03-21","2012-02-27"
"","812","233","2012-02-28",""
